track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,sections,target,chart_date,duration_ms,popularity,release_date,weeks,artist_popularity,artist_followers,number_of_artists,list_of_artists
Floor & More,Ronny Jordan,spotify:track:3QXSboWfPXuY6XpAJfGSXe,0.782,0.42200000000000004,10,-7.691,0,0.0512,0.541,0.772,0.107,0.701,90.861,4,11,0,,304040,3,2019-12-13,0,50,25126,1,['32WK2OuP2PG4r7sH7bUfN9']
Blood Walk,Cabaret Nocturne,spotify:track:2MgPVcBvbw9y9R8tC3aH5q,0.7240000000000001,0.7859999999999999,7,-9.392999999999999,1,0.0483,0.0138,0.85,0.111,0.0382,109.99600000000001,4,14,0,,424500,44,2016-01-22,0,43,35590,1,['0yXLm86D4JkD0Z8aWY564D']
Raggarlåten - Acoustic version,Sofie Svensson,spotify:track:5LoYFUEX9t151eb3A2eW0y,0.561,0.445,4,-7.569,1,0.0556,0.506,0.0,0.113,0.73,162.566,4,8,0,,164745,24,2019-07-16,0,48,11529,1,['1HCyaDHRTPjT121LtHkxvI']
Kuggnäs - 214,Völund Smed,spotify:track:77pdRcuYPyYK5LRefEDGjs,0.45799999999999996,0.9570000000000001,1,-4.486000000000001,1,0.083,0.00645,0.0,0.335,0.545,150.046,4,7,0,,222226,27,2011-07-29,0,35,6315,1,['4Frm4ZEPiYMheQGQiTiXOn']
Straighthate,Sepultura,spotify:track:7LsDbWXwOkgpbEgwitBT1j,0.263,0.856,9,-6.095,1,0.0964,0.000778,0.6,0.268,0.129,155.134,4,13,0,,321626,4,2019-06-28,0,63,1128728,1,['6JW8wliOEwaDZ231ZY7cf4']
Oatmeal,Cass McCombs,spotify:track:5ewShVghjkFCiyNO71CmYe,0.45,0.915,5,-5.935,1,0.0687,0.00336,0.00301,0.0346,0.5820000000000001,116.17,4,8,0,,153933,18,2015-12-11,0,57,125542,1,['2iUVQjheBnvOt8vaBrxXJz']
How Great Is Our God,Holy Communion Instrumental Duo,spotify:track:1mDMzqQCEYLVIdPPyqiVFp,0.504,0.111,0,-17.733,0,0.0433,0.97,0.924,0.111,0.191,130.487,4,11,0,,221819,25,2015-01-23,0,40,3451,1,['7HLH8rV5mrT0SesUoaKEEr']
Kannala Kannala - The Melting Point of Love,Hiphop Tamizha,spotify:track:4nSwWiwtieiNmRAjy9fEXN,0.593,0.7759999999999999,0,-4.343,0,0.0325,0.21600000000000003,2.94e-05,0.32899999999999996,0.634,81.992,4,10,0,,215456,53,2015-07-22,0,65,1379655,3,"['7zFBW2JxM4bgTTKxCRcS8Q', '0qkE3ei6S9JhPheroVpzqn', '7xgN0GCVgPxHiU8p8PIYfk']"
Yo Pe - Remix,Innoss'B,spotify:track:16hivbAazfd7Li5o5WFguM,0.47200000000000003,0.838,6,-3.918,0,0.161,0.13,1.52e-05,0.28300000000000003,0.818,182.81599999999997,3,13,0,,272706,46,2019-09-07,0,61,89026,2,"['1nLQWXXs7ZauI4SC6rUFPV', '3cAisWS37sGCCtRgWfvrod']"
Nice Try,The Rival Mob,spotify:track:4N13JB38Fsjuag25RMBrUV,0.235,0.789,7,-7.6129999999999995,1,0.0519,2.32e-06,0.92,0.192,0.324,139.35,4,4,0,,73106,0,2010-10-02,0,30,9781,1,['0SjMRx65x4PRDYpNwyabka']
Brazos River Blues,Eric Bibb,spotify:track:6damla4FYTiLV6ljZPsaZw,0.664,0.384,0,-10.569,1,0.0455,0.488,0.0435,0.10800000000000001,0.396,116.242,3,6,0,,151403,44,2018-10-26,0,46,40227,1,['2uNcfNhlVJUyEX0t0NG1m1']
"Exit, Exist",After The Burial,spotify:track:3Ks0l9pRwBoobHURPrTNPs,0.32899999999999996,0.9259999999999999,10,-3.966,0,0.141,1.6800000000000002e-05,0.746,0.0816,0.46399999999999997,185.12400000000002,4,12,0,,234834,47,2019-04-19,0,56,198020,1,['0uNj4RxFjG0iVPlZS753en']
Turn off the Lights - Radio Edit,Trevor Jackson,spotify:track:32aK4XPlafDwVImllSersn,0.595,0.647,4,-6.355,0,0.0316,0.128,0.0,0.672,0.44,62.04,4,6,0,,209429,0,2016-07-19,0,16,772,1,['5hv2fNEDLZ3qB1War7mVlo']
Akuma (feat. Rachel Mcalpine),ALEX,spotify:track:39DQfjkrW2JnVbcTdjaih4,0.81,0.652,2,-7.457999999999999,1,0.0457,0.00125,0.0622,0.08,0.565,120.00399999999999,4,10,0,,234126,49,2017-06-23,0,52,43403,3,"['65sChHf6etCvSFdXn8NPUO', '3kwoPkICT4iPkNjr6mL13N', '3eSC3QxUm5FbAGqhjDG6Vx']"
Places,Shlohmo,spotify:track:3oGqaG8lbdMzw4kgRb0CYz,0.35600000000000004,0.469,6,-8.402999999999999,0,0.12,0.361,0.882,0.396,0.231,85.228,4,15,0,,302210,52,2011-08-09,0,58,213021,1,['6y80I9YZi4DOpbaSUlL725']
Steep Hills of Vicodin Tears,A Winged Victory for the Sullen,spotify:track:3ytUgxZj1EYHb8zlk5VKk6,0.0804,0.0836,11,-21.006999999999998,1,0.04,0.767,0.853,0.11900000000000001,0.0498,82.14,3,11,0,,266840,46,2011-09-12,0,49,47610,1,['13CMfEeq8AC6ryGOPODqE1']
Angel from Montgomery,John Prine,spotify:track:0rGiEQvF7oWkfqHxW9G6GC,0.575,0.48200000000000004,0,-12.186,1,0.0323,0.721,0.0759,0.26899999999999996,0.364,131.77,4,7,0,,221600,3,2018-02-07,0,68,315823,1,['0nJUwPwC9Ti4vvuJ0q3MfT']
Binaural Alpha Sinus 120 Hz - 128 Hz,Vorssenn,spotify:track:1dkEjpn7OcceNXA8TbO6fO,0.138,0.152,0,-17.319000000000003,1,0.0685,0.858,0.848,0.11900000000000001,0.0349,81.558,5,9,0,,208000,33,2019-02-25,0,47,664,1,['0V8dBTheanSubEjlU0dlvf']
Korpi Metal Riders,Blood Region,spotify:track:3LeJAt7zy9WtuxcON4mndi,0.506,0.955,4,-6.801,0,0.0893,5.6399999999999995e-05,0.0228,0.0943,0.257,111.196,4,12,0,,242116,1,2018-12-18,0,8,312,1,['0ENJ71DpqYP7qJfLOYP2sw']
Gunshotta,Machinedrum,spotify:track:5IM1TAhZ0tGhPketsWMC02,0.6609999999999999,0.7879999999999999,11,-7.827999999999999,0,0.141,0.00436,0.728,0.242,0.294,169.935,4,11,0,,346117,30,2013-09-30,0,54,75674,1,['06xa1OLBsMQJFXcl2tQkH4']
Metal Gods - Live from Battle Cry,Judas Priest,spotify:track:1ET9B8GT7Px38QlzKNPCCF,0.37799999999999995,0.8909999999999999,10,-4.735,1,0.0428,1.0300000000000001e-05,0.0136,0.777,0.14,96.105,4,11,0,,253866,25,2016-03-25,0,71,2303976,1,['2tRsMl4eGxwoNabM08Dm4I']
Sundrop Pop,CASTLEBEAT,spotify:track:0pnxSdMxpafEX3Oj7Az830,0.20800000000000002,0.516,7,-8.479,1,0.0335,0.10800000000000001,0.631,0.14400000000000002,0.16899999999999998,113.07,4,8,0,,216944,17,2015-01-01,0,52,58132,1,['0k8UHfMqW86uvhmhHiYzj3']
Into Everlasting Fire,Immolation,spotify:track:2g6LzldW7Bl4LabnYx4PmG,0.213,0.903,1,-12.154000000000002,1,0.11199999999999999,4.95e-05,0.8420000000000001,0.151,0.265,140.969,4,13,0,,315000,12,2013-11-01,0,35,60304,1,['3rt16vhD1OuULlsyxUUWIt']
Hey Mister,Miss May I,spotify:track:3ORgbqQVR5oj2QlX1nML8l,0.384,0.992,10,-3.2489999999999997,0,0.125,3.3600000000000004e-05,7.79e-05,0.565,0.0988,160.03799999999998,4,11,0,,235640,51,2012-06-12,0,55,351761,1,['2OTuoIi28WybVbVcykc237']
Le Cimetière Marin,Arve Henriksen,spotify:track:2iMAWzYlP6xVwql2UOPUGY,0.374,0.023,5,-20.869,0,0.0479,0.988,0.893,0.102,0.358,138.158,3,16,0,,268346,11,2013-09-06,0,44,13903,1,['32pN1An13076I4PTMzn2g7']
Nazar Lag Jayegi,Millind Gaba,spotify:track:3y4e6lXqfubQYrAKhauUHX,0.768,0.828,10,-3.877,0,0.184,0.413,0.0,0.203,0.81,99.958,4,11,0,,220159,4,2018-12-26,0,62,833669,2,"['7hVmdlsJp0E2WQIvVl8ngN', '5GIFGHS1kMkXiDHMx7tAaA']"
Geraldines Routine,Tape Five,spotify:track:42l9bIPPT5555p3KeY83y2,0.8170000000000001,0.6829999999999999,10,-6.59,1,0.139,0.214,8.62e-06,0.0798,0.815,119.053,4,5,0,,188910,47,2012-09-07,0,48,55368,1,['7kHK5OLdiiHCfG49KSHTko']
Burn The Ships,for KING & COUNTRY,spotify:track:6qNSq6OKjNgXAn3Kj9HBKf,0.49700000000000005,0.542,5,-7.398,1,0.0315,0.16,1.4000000000000001e-05,0.084,0.0707,93.57,4,11,0,,276400,62,2018-10-05,1,69,686343,1,['3sDbKMebVH2VYcRSl7u1VC']
Fineshrine,Purity Ring,spotify:track:5KeyVNymqfqac1wLDseK8v,0.609,0.7979999999999999,5,-4.448,0,0.0404,0.018000000000000002,8.68e-06,0.434,0.401,130.034,4,7,0,,209760,58,2012-07-23,0,61,519264,1,['1TtJ8j22Roc24e2Jx3OcU4']
Metal,Black Asteroid,spotify:track:7ulRdYSgqwrIK66h8WgyjV,0.775,0.919,7,-13.044,1,0.0426,0.359,0.922,0.11800000000000001,0.0335,129.988,4,17,0,,421209,0,2014-04-21,0,19,3629,1,['4O955Sa65L8MfJa8hg8q0F']
Hey Deannie,Mcrackins,spotify:track:3yCd0UD8yuVEzpMz8tgVSm,0.3,0.985,7,-3.161,1,0.11199999999999999,0.00884,0.0,0.0788,0.53,171.613,4,10,0,,164160,0,2013-05-03,0,10,1289,1,['2VWg7IsYN9VoE12ageLiON']
Brood - Live @ Graspop Metal Meeting '18,Fleddy Melculy,spotify:track:6mfdBomp1s96ookz7WODoD,0.18899999999999997,0.9540000000000001,11,-4.084,1,0.102,0.00036,0.0432,0.602,0.0528,80.183,4,13,0,,255293,4,2018-12-07,0,31,7773,1,['4yMBnQTFuTAQkEoU1yKH5x']
Cheap Thrills,Freedom Dub,spotify:track:2K1PbCQGCS3lM2pFEBCzUl,0.754,0.615,6,-8.746,0,0.0461,0.0304,0.0057799999999999995,0.179,0.62,90.005,4,9,0,,216421,30,2018-07-13,0,48,4545,1,['4KWmY9RioiBzILyhpJjQ3J']
"Le Bien, Le Mal",Guru,spotify:track:4IVoyP0rurHAR1huGLRXs9,0.8420000000000001,0.821,1,-9.86,1,0.163,0.0413,0.00249,0.34600000000000003,0.594,101.986,4,12,0,,202160,1,2019-02-22,0,58,315296,2,"['6xyaria4AcxjRuJZLkWvMW', '3nU8TSIICYDbUqRpJISTRE']"
The Devil's Son,Belphegor,spotify:track:4YKECVcImdlne2qtjcUOuK,0.452,0.988,2,-4.2330000000000005,1,0.213,2.5300000000000002e-05,0.631,0.39399999999999996,0.0927,130.32399999999998,4,8,0,,260731,3,2018-01-19,0,43,106709,1,['1uPIYn2IU0IuPWSZ58kzyM']
Pass That Shit (feat. Spinn & Taso),DJ Rashad,spotify:track:6qLsDIb6FVDWdBxZhIjHJ2,0.516,0.519,11,-10.039,0,0.40299999999999997,0.0112,0.17800000000000002,0.272,0.48,119.735,4,11,0,,258023,23,2014-07-01,0,38,33429,3,"['4zGBj9dI63YIWmZkPl3o7V', '0ZGOz1bQgvsT4KSzHB1dg9', '0zN0VIGQs6bYKzrB7EQYhC']"
Kerala Song,Hiphop Tamizha,spotify:track:1vJ1p02lecwnFnYgyzXAh2,0.523,0.9470000000000001,7,-2.6,1,0.258,0.163,0.0,0.451,0.653,190.013,4,12,0,,237551,47,2019-04-03,0,65,1377335,1,['7zFBW2JxM4bgTTKxCRcS8Q']
All There,Jeezy,spotify:track:4l5lF04xjhTfYSopCXc4FU,0.685,0.768,4,-2.753,1,0.0336,0.0584,0.0,0.14400000000000002,0.322,72.49,4,8,0,,198413,55,2016-10-28,0,75,2079587,2,"['4yBK75WVCQXej1p04GWqxH', '7FBDXY8U17aasVTH3rgxbS']"
Can't Do Without You,Caribou,spotify:track:3n4M80UmJNHws4ZqdM7KEF,0.691,0.40700000000000003,0,-9.052999999999999,1,0.0473,0.792,0.642,0.7829999999999999,0.491,128.039,4,9,0,,236400,52,2014-10-07,0,66,506251,1,['4aEnNH9PuU1HF3TsZTru54']
Balm (Scaled Down Version),Peter Sandberg,spotify:track:6kvjFChxzePaNR3WOr5krg,0.353,0.0175,11,-22.767,1,0.0456,0.9890000000000001,0.9009999999999999,0.0971,0.28600000000000003,106.507,3,5,0,,126937,54,2016-06-17,0,65,34886,1,['3LtlJprzuq0Ii8p8YFZXai']
Busted Heart (Hold On To Me),for KING & COUNTRY,spotify:track:3p6xfj47lt8TfOax2oB2Mr,0.514,0.54,0,-6.819,1,0.0263,0.045,0.0194,0.0878,0.309,101.061,4,9,0,,198786,43,2012-02-28,0,69,686343,1,['3sDbKMebVH2VYcRSl7u1VC']
Hostage,Chelsea Grin,spotify:track:6pbaTgcj9kCmw9aPg2qONs,0.501,0.987,8,-4.794,0,0.133,2.52e-05,0.275,0.365,0.213,129.981,4,8,0,,196002,54,2018-07-13,0,55,316171,1,['4UgQ3EFa8fEeaIEg54uV5b']
Drowning Without You,Fred V & Grafix,spotify:track:3S8RUI6Ox9VAQ0SrKiXAed,0.434,0.82,2,-6.355,1,0.0368,0.0071200000000000005,0.0247,0.102,0.12300000000000001,174.083,4,12,0,,248089,38,2017-09-29,0,51,61550,1,['1wzBqAvtFexgKHjt7i3ena']
Vaadi Pulla Vaadi,Hiphop Tamizha,spotify:track:5dQR15IPbFDhTVwjfZgqR0,0.473,0.941,9,-5.431,1,0.062,0.342,8.92e-05,0.275,0.303,180.195,4,9,0,,246700,44,2014-08-15,0,65,1377335,1,['7zFBW2JxM4bgTTKxCRcS8Q']
Tucked Away,Expire,spotify:track:11SDtMV8OTMaW7LSKgKeq9,0.233,0.953,10,-7.579,1,0.0461,0.00932,0.841,0.102,0.6579999999999999,99.738,4,3,0,,106440,7,2012-12-02,0,39,35310,1,['4AfTOzBubFP6STibJPTxwt']
White Christmas,Iggy Pop,spotify:track:78z7xO1cYmbt6ceOIooG4X,0.491,0.469,1,-7.954,1,0.0251,0.6809999999999999,0.675,0.201,0.5660000000000001,84.98200000000001,4,10,0,,207526,4,2012-12-01,0,69,1060782,1,['33EUXrFKGjpUSGacqEHhU4']
"i'm in love with u, sorry",j'san,spotify:track:5p684vIzF5LOkmHL3I0tyM,0.578,0.28800000000000003,5,-17.204,1,0.0589,0.97,0.633,0.125,0.276,94.98299999999999,4,4,0,,90315,67,2017-10-02,0,69,44724,1,['5iMUho98faEp2w6j5p44PH']
The Whispers,Harold Budd,spotify:track:4VH3rKj1tmhUZtX3U43jBq,0.228,0.00385,9,-35.213,0,0.0449,0.995,0.917,0.0858,0.11699999999999999,141.201,3,7,0,,163000,38,2011-09-27,0,59,48397,1,['3uOCouLFR4bVx0XeiQJSbl']
Havoc,Borknagar,spotify:track:5QZPJVZBG9DrsdWJ8jype5,0.258,0.96,11,-5.513999999999999,1,0.087,0.000408,0.34700000000000003,0.0673,0.141,175.106,4,17,0,,401030,0,2016-01-01,0,42,59346,1,['0vxxsjcDy61x5zvrOqwHIL']
Black Rock 'n' Roll - Live,Midnight,spotify:track:0jDDiYjo7eNuvAxAm8GWF5,0.182,0.915,8,-3.89,1,0.0956,5.3299999999999995e-05,0.675,0.705,0.32299999999999995,130.697,4,11,0,,184693,6,2014-08-19,0,38,29376,1,['28KjD5HkkDDytQzKW7JzTp']
Lost - Live,Visions of Atlantis,spotify:track:0q3I93sTV4m6SAvJDQduir,0.423,0.955,1,-7.547000000000001,1,0.16899999999999998,0.00013700000000000002,0.00775,0.953,0.113,85.00399999999999,4,9,0,,248213,1,2019-02-22,0,46,57177,1,['5kanN1nKzrkW1m2gZmo82x']
Got That Swing - Original Mix,Crazy Daylight,spotify:track:00xedL8WtTPawd35w1D5EY,0.792,0.764,5,-5.747999999999999,0,0.131,0.0956,0.00446,0.0515,0.601,99.98899999999999,4,10,0,,225512,1,2015-07-20,0,11,1159,1,['1rAJU7PMGaeL9yDzJIJhSB']
Metal Glo - Luca Lozano + Mr. Ho Remix,Roza Terenzi,spotify:track:1UOm9cnptHHi7YvkSUrpuA,0.795,0.903,0,-8.295,0,0.047,0.000605,0.9109999999999999,0.149,0.46799999999999997,127.999,4,12,0,,431475,21,2019-11-01,0,26,8548,3,"['403OOa2mD7jcUgpC8F7Qgs', '57YTLw15CKLrwSJKUFN5ep', '44LzZsFXgy7Ft4EsT3WlI8']"
Blind Contour Drawing For Piano,Gregg Kowalsky,spotify:track:6hrF10rkMzpwnZ8wckkHQS,0.24100000000000002,0.126,9,-20.531999999999996,1,0.0335,0.9390000000000001,0.774,0.0721,0.0524,68.321,3,8,0,,314676,37,2017-11-10,0,29,1496,1,['1RDj9L6G463JqFz4kbWoGq']
Nakhreya Mari,DJ Sanj,spotify:track:5ysIp2rJDfWkXVsYAMisa9,0.64,0.9440000000000001,6,-3.803,1,0.226,0.00951,0.00015900000000000002,0.858,0.8140000000000001,98.03200000000001,4,11,0,,179440,47,2013-08-08,0,52,739030,2,"['1kfqHPfj8yygKGMD3NrDE5', '0DyXyd0D6fMUsuD6yONANx']"
Wonder If I Take You Home (Re-Recorded / Remastered),Lisa Lisa & Cult Jam,spotify:track:33QqRNli0suoq8lBTy4ZTm,0.736,0.7829999999999999,6,-7.354,0,0.0807,0.0139,0.00011100000000000001,0.079,0.713,115.178,4,15,0,,406857,27,2010-05-01,0,51,197808,1,['1vgjN6nIPNKiiQGE9PtzTT']
Are You Metal?,Helloween,spotify:track:3cv55y6q17v5hgH4Ts6igD,0.39799999999999996,0.84,2,-7.744,1,0.0512,1.6899999999999997e-05,0.0722,0.318,0.231,136.408,4,10,0,,215280,15,2010-11-09,0,64,750386,1,['4pQN0GB0fNEEOfQCaWotsY']
Eating the Porridge and Killing the Bears,Heavy Heavy Low Low,spotify:track:3kgalTiEDTVr5r3cZQQ6OB,0.35200000000000004,0.8,9,-5.21,1,0.113,0.000985,0.00016299999999999998,0.23600000000000002,0.336,136.472,4,5,0,,98253,0,2019-12-06,0,26,13470,1,['7oDukxx8ez7bbs25rWqNpc']
Cobra,Ital Tek,spotify:track:4bLbJuvySWOn8E25ji5ihc,0.546,0.564,1,-14.672,0,0.0585,0.00238,0.7120000000000001,0.382,0.0433,171.993,4,9,0,,248386,28,2016-03-18,0,38,25678,1,['6Auo6gEPwhb9aZindgVpZJ']
Ocean Drive,Duke Dumont,spotify:track:0b6wdul3A5sQNpIOv03OxP,0.6859999999999999,0.718,8,-5.053999999999999,0,0.0431,0.006370000000000001,0.0007030000000000001,0.11900000000000001,0.557,115.02600000000001,4,6,0,,206320,72,2015-07-31,0,72,586525,1,['61lyPtntblHJvA7FMMhi7E']
Melissa - Live at Graspop,King Diamond,spotify:track:15K9a83BfXaHvSDvvjmGj9,0.131,0.7170000000000001,9,-11.582,0,0.0733,0.0155,0.0032600000000000003,0.9359999999999999,0.198,157.65200000000002,3,14,0,,390983,23,2019-01-25,0,53,308822,1,['5i0ph60TnwTlIGrOZAmcZa']
Kodama,Alcest,spotify:track:5bHNv9KRMITaWR2puuBQdG,0.467,0.573,3,-9.266,0,0.0307,0.000917,0.7879999999999999,0.341,0.248,104.93799999999999,3,14,0,,547400,46,2016-09-30,0,52,161502,1,['0d5ZwMtCer8dQdOPAgWhe7']
Fire It Up,Damma Beatz,spotify:track:0sIBb1bILjEwri8fiV9VIP,0.679,0.606,10,-7.675,0,0.0697,0.00564,0.632,0.11800000000000001,0.209,179.985,4,9,0,,161333,12,2019-09-27,0,47,3647,1,['00WEbQMBzMtwbccrSjQwhJ']
Like You - Tere Jaisi,Garry Sandhu,spotify:track:52nWVCrdY7i1LmzpNAc8te,0.862,0.7659999999999999,10,-2.531,0,0.159,0.514,1.56e-05,0.0881,0.633,97.071,4,10,0,,190515,47,2019-10-07,0,65,1044389,2,"['7M3xY5iHSzEtoL3FpqOD75', '5CjcVPZYFEc8b2J4pVXFNw']"
Still Rock & Roll,Brandon Lay,spotify:track:2mcZtBTeKfqzihAM65NbGp,0.693,0.815,8,-5.087,1,0.0284,0.0059,2.68e-06,0.29,0.6459999999999999,108.051,4,13,0,,227153,40,2019-10-04,0,52,32463,1,['0H7XMkYygCyZGg8o1uqoZv']
Heavy Metal,Guy Clark,spotify:track:4y634suir63k45F8fyJO3F,0.741,0.32299999999999995,11,-12.565,0,0.35,0.757,3.75e-06,0.634,0.43,107.571,4,9,0,,217773,9,2019-03-01,0,53,83507,1,['0Ekfvspc0hlcxdfJJVjcnq']
You'll Be In My Heart - Instrumental,Fred Mollin,spotify:track:62kKo1gIWTfZEyAks2NV7F,0.636,0.321,6,-12.241,1,0.0516,0.987,0.606,0.063,0.897,94.021,4,5,0,,90026,48,2014-01-01,0,62,2707,1,['0qPfO5FCAsfqK3pgqBSAJR']
Minimum Wage,Cass McCombs,spotify:track:1EDgPvKsqQJQsT5kz0b8SI,0.619,0.5489999999999999,7,-9.379,1,0.0303,0.508,0.26899999999999996,0.0712,0.245,112.848,4,12,0,,187093,32,2015-12-11,0,57,125542,1,['2iUVQjheBnvOt8vaBrxXJz']
Metal Mind,Kap Kap,spotify:track:7GvZSPyWk9GC2tMAviMRAi,0.626,0.591,6,-8.437999999999999,0,0.0383,0.00399,0.765,0.163,0.45799999999999996,97.0,4,12,0,,338466,0,2010-08-11,0,2,104,1,['1riKSGV3AUnX5iH13MZ5Ty']
La voix du corps - Deep Beats Mix,Area 42,spotify:track:0h80AKQJpUuNq7Rc0YLbUs,0.89,0.6409999999999999,1,-10.765999999999998,1,0.141,0.13,0.0013599999999999999,0.0714,0.442,119.961,4,9,0,,213500,0,2016-11-04,0,6,153,1,['4NaAgwwvrZHgbHwmD7Fbds']
Miracle,Blackmill,spotify:track:5VQdYgOMD5DunteeIWztZs,0.541,0.586,9,-10.595999999999998,1,0.0283,0.184,0.6809999999999999,0.128,0.198,138.014,4,15,0,,356091,48,2011-12-21,0,54,209764,1,['4kjWnaLfIRcLJ1Dy4Wr6tY']
Infant Eyes,Wayne Shorter,spotify:track:3usnp7xgVuaAWp99m5mkyy,0.247,0.0119,3,-21.038,1,0.0483,0.988,0.7040000000000001,0.098,0.132,77.255,4,21,0,,414840,0,2019-03-15,0,52,138183,1,['0ZqhrTXYPA9DZR527ZnFdO']
Basketball,Guru,spotify:track:6XctydBWwAbKmizlzNZofT,0.723,0.743,5,-5.752999999999999,0,0.316,0.17800000000000002,0.0,0.23800000000000002,0.495,79.964,4,8,0,,210240,0,2016-11-08,0,58,146686,2,"['6xyaria4AcxjRuJZLkWvMW', '264pSSNZyvn8XpT072WFcH']"
Murder Music (feat. Kabaka Pyramid & Ms. Dynamite) - SHY FX Remix,Chase & Status,spotify:track:5meStWjDFJ5CHNeOabQ0rs,0.524,0.975,9,-4.106,0,0.155,0.0018,0.0198,0.0596,0.32299999999999995,174.998,4,9,0,,196893,38,2019-11-29,0,66,745408,4,"['3jNkaOXasoc7RsxdchvEVq', '10p1CDVyRIkR2ybAu7SbVH', '42qLC3FgtazA9AvaIoiP62', '5oDtp2FC8VqBjTx1aT4P5j']"
Via Dolorosa,Scandinavian Metal Praise,spotify:track:475hsOmoB7RclzGuUjEumY,0.242,0.9570000000000001,4,-2.19,0,0.12300000000000001,0.00243,0.0,0.10300000000000001,0.0814,106.991,3,11,0,,251480,13,2015-12-09,0,18,5148,1,['6MyWhTprCqqQl1IgpGVaD7']
Wild World (Instrumental Version),Steve Petrunak,spotify:track:7sW084mlyHpyt4YYavTYvo,0.42,0.381,0,-9.341000000000001,1,0.0513,0.965,0.857,0.131,0.583,151.004,4,12,0,,197230,37,2015-01-16,0,53,5585,1,['1TRZYAlP0bNz0dZCbWAjsI']
Binaural Beta Sinus Drone IIII,The Entrainment,spotify:track:57QUuHrWZz08HialRptMC4,0.16899999999999998,0.00703,3,-33.925,1,0.0594,0.9790000000000001,0.322,0.11800000000000001,0.0269,136.39600000000002,5,6,0,,214908,48,2019-02-25,0,42,508,1,['1in2vhhcCXymghyzFTXL2n']
Moonbeam,Jens Buchert,spotify:track:5wY6Vg1yQYqc2iezA5TNeh,0.6940000000000001,0.7,2,-6.374,1,0.0329,0.0211,0.845,0.0802,0.532,99.986,4,11,0,,309946,8,2011-01-01,0,40,8351,1,['6alaxwLNRgI8B82ki2nLMj']
Small and Simple,The Okee Dokee Brothers,spotify:track:2LR3q0QHOsuvxqcoyPd7XB,0.684,0.131,1,-16.962,0,0.0511,0.638,0.006679999999999999,0.10099999999999999,0.311,96.345,4,4,0,,87386,33,2012-05-15,0,47,12137,1,['2RmT9R0322WMFN5x3OHMQe']
Mi Último Deseo,Banda Los Recoditos,spotify:track:01ksPzu3Bw8Lsf9o6xIk8C,0.8440000000000001,0.639,11,-4.461,0,0.0437,0.62,0.0,0.46,0.9740000000000001,121.03299999999999,3,8,0,,163560,69,2013-01-01,0,73,2483206,1,['4bPiOPI4V99cepEftvBYak']
Roll The Bones - Audiotree Live Version,Shakey Graves,spotify:track:1Yxbxg5R6dQcYmOdjvlXP0,0.597,0.5489999999999999,1,-10.253,1,0.0586,0.6509999999999999,1.47e-05,0.0991,0.204,122.801,4,16,0,,291596,60,2013-01-01,0,65,366964,1,['1fZpYWNWdL5Z3wrDtISFUH']
Autre temps,Alcest,spotify:track:38cEFxU4h05Aa0BgzWrNyy,0.24,0.5479999999999999,1,-8.378,0,0.0324,0.00609,0.875,0.0941,0.127,127.34200000000001,4,14,0,,350320,44,2012-01-06,0,52,161502,1,['0d5ZwMtCer8dQdOPAgWhe7']
Sentimental X's,Broken Social Scene,spotify:track:6Zp2CzhzAbhSqtjrxBTG7y,0.62,0.539,6,-11.044,1,0.0387,0.0244,0.6920000000000001,0.109,0.396,149.92,4,14,0,,340426,23,2010-05-04,0,56,278273,1,['7lOJ7WXyopaxri0dbOiZkd']
Make Me Move,Culture Code,spotify:track:4DHRbvvQyC3mBa3Y0JNl4n,0.541,0.65,8,-4.665,0,0.0414,0.21100000000000002,0.000128,0.1,0.35600000000000004,95.01899999999999,4,7,0,,197052,59,2016-12-13,0,65,35029,2,"['2FF8wcGpikv5RFbAK1rvdZ', '24CzPFC4y3bM4AkUnZfuAU']"
Tu Meri Ki Lagdi,Navv Inder,spotify:track:7yl1lvePCTJuxa1v31fRK2,0.532,0.617,1,-8.408999999999999,0,0.0508,0.105,0.0,0.175,0.24600000000000002,90.086,4,8,0,,183883,0,2019-09-26,0,54,138930,1,['7GPyedHMvKTiM2OfXc0MVv']
Haunt Your House,Dan Andriano in the Emergency Room,spotify:track:1QEcl3dTtRLyw68xV4UDRn,0.39799999999999996,0.956,1,-3.33,0,0.0618,0.00372,0.00321,0.0706,0.574,86.05,4,9,0,,236736,14,2015-07-17,0,32,14546,1,['6PzNEcjhgM7tQ9FfrPEPrc']
"Glass: Truman Sleeps (From ""The Truman Show"")",Philip Glass,spotify:track:2fwzsUkquSIHQbBjrayijJ,0.41600000000000004,0.0937,5,-18.928,0,0.0336,0.951,0.948,0.106,0.0967,134.468,4,3,0,,99533,11,2016-01-28,0,67,453306,2,"['69lxxQvsfAIoQbB20bEPFC', '1ylcY77FWeSVQKh5et1VGp']"
Thisishispit,Winterwolf,spotify:track:3gVeBxpLXQyuv4tEaHigIQ,0.121,0.932,6,-9.368,1,0.0766,1.6899999999999997e-05,0.7979999999999999,0.654,0.205,171.90900000000002,4,8,0,,238902,0,2019-06-14,0,6,1297,1,['0i8pqigDVvVXfmrG9rEBp7']
