name,artist,song_id,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,sections,target,chart_date,popularity,release_date,weeks,artist_popularity,artist_followers,number_of_artists,list_of_artists,key,artist_id
Dolly (with Lil Uzi Vert),Lil Tecca,77Xwqkw7VrV8E5FCq9JhO8,0.664,0.586,-7.813,0,0.238,0.212,0.0,0.21600000000000005,0.589,88.50200000000002,179813,5,9,1,2020-10-03,76,2020-09-18,8,92,13068706,2,"['4Ga1P7PMIsmqEZqhYZQgDo', '4O15NlyKLIASxsJ0PrXPfz']",7,4Ga1P7PMIsmqEZqhYZQgDo
When You Down (with Polo G feat. Lil Durk),Lil Tecca,5kTn07V96U8LyoQgz6DZzX,0.514,0.634,-6.5139999999999985,1,0.383,0.235,0.0,0.13,0.308,76.181,193013,4,8,1,2020-10-03,76,2020-09-18,8,90,7284019,3,"['4Ga1P7PMIsmqEZqhYZQgDo', '6AgTAQt8XS6jRWi4sX7w49', '3hcs9uc56yIGFCSy9leWe7']",1,4Ga1P7PMIsmqEZqhYZQgDo
Me Gusta (with Cardi B & Myke Towers),Anitta,7e1VoRlNumuEkXlITMHKLE,0.91,0.604,-4.392,0,0.08199999999999999,0.448,0.0,0.0863,0.807,110.075,180788,4,10,1,2020-10-03,87,2020-09-18,0,95,26526561,3,"['7FNnA9vBm6EKceENgCGRMb', '7iK8PXO48WeuP03g8YR51W', '4kYSro6naA4h99UJvo89HB']",6,7FNnA9vBm6EKceENgCGRMb
Wet (She Got That…),YFN Lucci,4GurWpxvH3NoWz9f9wirPq,0.695,0.642,-6.13,0,0.195,0.238,0.0,0.359,0.316,128.029,209848,4,9,1,2020-10-03,77,2020-02-14,31,71,1626434,1,['5Berubt6ysOy2LCMyqhmXP'],1,5Berubt6ysOy2LCMyqhmXP
Whole Lotta Choppas,Sada Baby,6hLZzCS4E7AWo3PRBWy6az,0.926,0.762,-1.887,1,0.205,0.000718,0.0,0.117,0.277,127.931,153750,4,6,1,2020-10-03,77,2020-08-14,0,73,237285,1,['2JSwnwAT1BupAQkhqcRCUw'],1,2JSwnwAT1BupAQkhqcRCUw
BLIND (feat. Young Thug),DaBaby,2T5NBwKRySiCR78vVk08vr,0.7090000000000001,0.679,-6.502999999999999,0,0.34600000000000003,0.0115,0.0,0.0971,0.754,162.97299999999996,153466,4,7,1,2020-10-03,80,2020-08-04,154,95,10442384,2,"['4r63FhuTkUYltbVAg5TQnk', '50co4Is1HCEo8bhOyUWKpn']",11,4r63FhuTkUYltbVAg5TQnk
My Window (feat. Lil Wayne),YoungBoy Never Broke Again,7IECs9d4Rrlpa7tiHOCE1w,0.778,0.662,-6.081,0,0.308,0.187,0.0,0.116,0.5710000000000001,149.935,192000,4,9,1,2020-09-26,78,2020-09-11,111,92,15456383,2,"['7wlFDEWiM5OoIAt8RSli8b', '55Aa2cqylxrFIXC767Z865']",8,7wlFDEWiM5OoIAt8RSli8b
OK Not To Be OK,Marshmello,0zzVTGyRrWpQu8Fr28NRAv,0.743,0.8370000000000001,-5.025,0,0.0649,0.0172,0.0,0.0743,0.263,103.072,159862,4,7,1,2020-09-26,85,2020-09-10,170,91,45990522,2,"['64KEffDW9EtZ1y2vBYgq8T', '6S2OmqARrzebs0tKUEyXyp']",1,64KEffDW9EtZ1y2vBYgq8T
Drug Addiction,YoungBoy Never Broke Again,1jWHtG4UXwH7JkEGY559Pa,0.8190000000000001,0.738,-5.159,0,0.18600000000000005,0.47,0.0,0.117,0.6759999999999999,139.957,164649,4,7,1,2020-09-26,71,2020-09-11,111,88,5742671,1,['7wlFDEWiM5OoIAt8RSli8b'],1,7wlFDEWiM5OoIAt8RSli8b
Gone Too Soon,Andrew Jannakos,7mDZ2NdYOeKFcz2zGnKBwU,0.529,0.723,-6.022,0,0.035,0.0175,0.0,0.364,0.459,119.942,169254,4,8,1,2020-09-26,70,2020-09-15,0,59,57213,1,['6DAX5iORnv8nsZYYeZqket'],4,6DAX5iORnv8nsZYYeZqket
Dead Trollz,YoungBoy Never Broke Again,6sk8haR99TFmwp9S5U7fac,0.524,0.8320000000000001,-4.351,1,0.471,0.0508,0.0,0.632,0.7609999999999999,111.142,209528,5,11,1,2020-09-26,67,2020-09-11,111,88,5742671,1,['7wlFDEWiM5OoIAt8RSli8b'],6,7wlFDEWiM5OoIAt8RSli8b
Cross Roads,YoungBoy Never Broke Again,16oNc3gAxjqO7ifVoEYqCR,0.7140000000000001,0.722,-5.685,1,0.0538,0.0735,0.0,0.114,0.439,143.019,168045,4,7,1,2020-09-26,66,2020-09-11,111,88,5742671,1,['7wlFDEWiM5OoIAt8RSli8b'],0,7wlFDEWiM5OoIAt8RSli8b
The Last Backyard...,YoungBoy Never Broke Again,17BBRv0iYOVlcbMjJUSfBO,0.5920000000000001,0.691,-6.325,1,0.204,0.355,0.0,0.217,0.815,159.708,156130,4,10,1,2020-09-26,66,2020-09-11,111,88,5742671,1,['7wlFDEWiM5OoIAt8RSli8b'],6,7wlFDEWiM5OoIAt8RSli8b
Right Foot Creep,YoungBoy Never Broke Again,6FiySur7YZL0Kff2YVGsEB,0.725,0.79,-4.773,0,0.327,0.34600000000000003,0.0,0.195,0.815,157.99,159085,4,5,1,2020-09-26,66,2020-09-11,111,88,5742671,1,['7wlFDEWiM5OoIAt8RSli8b'],3,7wlFDEWiM5OoIAt8RSli8b
You Got It,Vedo,4lsHZ92XCFOQfzJFBTluk8,0.774,0.376,-9.372,1,0.208,0.297,0.0,0.165,0.391,122.089,201586,4,10,1,2020-09-26,86,2020-03-27,0,77,176891,1,['3wVXTWabe3viT0jF7DfjOL'],5,3wVXTWabe3viT0jF7DfjOL
Dirty Stick,YoungBoy Never Broke Again,0nEWVyeYLtIi3JUHpASGiU,0.614,0.789,-4.859,1,0.541,0.17800000000000002,0.0,0.396,0.349,106.704,169952,5,8,1,2020-09-26,64,2020-09-11,111,88,5742671,1,['7wlFDEWiM5OoIAt8RSli8b'],0,7wlFDEWiM5OoIAt8RSli8b
Hit Different,SZA,7Bar1kLTmsRmH6FCKKMEyU,0.679,0.516,-6.371,0,0.0452,0.199,0.0,0.0965,0.716,120.074,202007,4,9,1,2020-09-19,81,2020-09-04,52,91,10739737,4,"['7tYKF4w9nC0nq9CsPZTHyP', '0KuF7reCTOZwV7YJnHQqgr', '2RdwBSPQiwcmiDo9kixcl8', '7c0XG5cIJTrrAgEC3ULPiq']",0,7tYKF4w9nC0nq9CsPZTHyP
The Voice,Lil Durk,195gauSXE6Q2IKmCrarHut,0.534,0.8190000000000001,-2.099,0,0.102,0.0259,0.0,0.124,0.129,116.632,179724,5,6,1,2020-09-19,69,2020-09-04,12,88,1897942,1,['3hcs9uc56yIGFCSy9leWe7'],5,3hcs9uc56yIGFCSy9leWe7
Relación - Remix,Sech,35UUpTmrcFXNIVIN26ujXl,0.7929999999999999,0.7709999999999999,-3.417,1,0.0959,0.0337,1.51e-06,0.284,0.835,171.94299999999996,247308,4,11,1,2020-09-19,94,2020-09-04,21,98,63056166,5,"['77ziqFxp5gaInVrF2lj4ht', '4VMYDCV2IEDYJArk749S6m', '1vyhD5VmyZ7KMfW5gqLgo5', '7ltDVBr6mKbRvohxheJ9h1', '329e4yvIujISKGKz1BZZbO']",5,77ziqFxp5gaInVrF2lj4ht
Wolves (feat. Post Malone),Big Sean,33gwZOGJWEZ7dRWPqPxBEZ,0.7240000000000001,0.675,-5.267,1,0.0867,0.0978,9.41e-06,0.35100000000000003,0.325,160.048,199758,4,10,1,2020-09-19,86,2020-09-04,226,95,36988397,2,"['0c173mlxpT3dSFRgMO8XPh', '246dkjvS1zLTtiykXe5h60']",2,0c173mlxpT3dSFRgMO8XPh
Lithuania (feat. Travis Scott),Big Sean,4VLTxHOyFX5FRtkpsFm5Pc,0.6759999999999999,0.82,-5.2170000000000005,1,0.0554,0.0493,0.0,0.615,0.618,152.028,199250,4,12,1,2020-09-19,75,2020-09-04,226,96,21253786,2,"['0c173mlxpT3dSFRgMO8XPh', '0Y5tJX1MQlPlqiwlOH1tJY']",7,0c173mlxpT3dSFRgMO8XPh
Deep Reverence,Big Sean,4TTxJLkM2JWr6NjJji0dFy,0.631,0.848,-4.839,0,0.31,0.138,0.0,0.379,0.265,91.879,231351,4,12,1,2020-09-19,30,2020-10-30,226,87,9584577,2,"['0c173mlxpT3dSFRgMO8XPh', '0EeQBlQJFiAfJeVN2vT9s0']",9,0c173mlxpT3dSFRgMO8XPh
Love You Like I Used To,Russell Dickerson,1D7cfiC5mxqHfTCcOiRBej,0.501,0.7879999999999999,-4.624,1,0.0415,0.12,0.0,0.13699999999999998,0.61,152.047,186613,4,7,1,2020-09-19,76,2020-02-11,52,72,273102,1,['1E2AEtxaFaJtH0lO7kgNKw'],10,1E2AEtxaFaJtH0lO7kgNKw
"Body Language (feat. Ty Dolla $ign, and Jhené Aiko)",Big Sean,6FXsrAH7Zol1jusSeJIoYA,0.711,0.838,-3.553,0,0.122,0.00607,0.0,0.0898,0.53,80.024,224770,4,11,1,2020-09-19,68,2020-09-04,226,91,15179916,3,"['0c173mlxpT3dSFRgMO8XPh', '7c0XG5cIJTrrAgEC3ULPiq', '5ZS223C6JyBfXasXxrRqOk']",11,0c173mlxpT3dSFRgMO8XPh
Everywhere But On,Matt Stell,0ifYeH4gNXEyba41xr3I1w,0.563,0.722,-3.972,1,0.0279,0.0345,0.0,0.0795,0.309,149.903,192586,4,8,1,2020-09-19,72,2019-10-25,21,65,24415,1,['7EekKnlf2HwNaLLpL9Cpgy'],6,7EekKnlf2HwNaLLpL9Cpgy
Why Would I Stop?,Big Sean,46hDiH4YvAWXE04GskkIHS,0.778,0.727,-6.115,0,0.0837,0.0212,0.0,0.101,0.218,119.972,152263,4,5,1,2020-09-19,67,2020-09-04,226,87,7835774,1,['0c173mlxpT3dSFRgMO8XPh'],1,0c173mlxpT3dSFRgMO8XPh
Starting Over,Chris Stapleton,3TNSVsiFngfe68UJpMq1oS,0.638,0.5379999999999999,-8.445,1,0.0315,0.452,0.0004150000000000001,0.0695,0.318,89.124,240413,4,12,1,2020-09-12,76,2020-08-27,66,79,2699576,1,['4YLtscXsxbVgi031ovDDdh'],10,4YLtscXsxbVgi031ovDDdh
Blastoff (feat. Juice Wrld & Trippie Redd),Internet Money,2rFsFjq0D9JAmc0APpCO6P,0.7609999999999999,0.517,-6.916,1,0.0927,0.114,0.0,0.157,0.46,147.912,174729,4,10,1,2020-09-12,82,2020-08-29,7,99,18900621,3,"['6MPCFvOQv5cIGfw3jODMF0', '4MCBfE4596Uoi2O4DtmEMz', '6Xgp2XMz1fhVYe7i6yNAax']",5,6MPCFvOQv5cIGfw3jODMF0
Expensive (feat. Nicki Minaj),Ty Dolla $ign,0IAkpYTRomExXOUJonNMTR,0.866,0.531,-6.859,1,0.0703,0.0379,0.0,0.0937,0.266,99.069,135740,4,5,1,2020-09-12,73,2020-08-28,67,92,22681945,2,"['7c0XG5cIJTrrAgEC3ULPiq', '0hCNtLu0JehylgoiP8L4Gh']",9,7c0XG5cIJTrrAgEC3ULPiq
Lets Link,WhoHeem,6fMzgFFGzWCwiHMzDzNpp5,0.8390000000000001,0.6829999999999999,-9.232,0,0.165,0.006670000000000001,0.0,0.241,0.522,120.003,159955,4,7,1,2020-09-12,75,2020-08-20,0,73,17599,1,['5KYEMMz9O9iLIESifKAEOp'],10,5KYEMMz9O9iLIESifKAEOp
Dynamite,BTS,0t1kP63rueHleOhQkYSXFY,0.746,0.765,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,199053,4,10,1,2020-09-05,97,2020-08-28,36,97,24721411,1,['3Nrfpe0tUJi4K4DXYWgMUX'],6,3Nrfpe0tUJi4K4DXYWgMUX
"The Plan - From the Motion Picture ""TENET""",Travis Scott,551xyaSJsg8hILXFq9JdST,0.433,0.443,-10.568,0,0.0361,0.0922,0.000293,0.117,0.0363,79.903,185850,3,12,1,2020-09-05,77,2020-08-22,201,96,13418012,1,['0Y5tJX1MQlPlqiwlOH1tJY'],1,0Y5tJX1MQlPlqiwlOH1tJY
Hawái,Maluma,4uoR6qeWeuL4Qeu2qJzkuG,0.787,0.728,-3.455,0,0.389,0.189,2.29e-05,0.0629,0.545,180.06599999999997,200197,4,7,1,2020-09-05,94,2020-07-29,22,95,21623440,1,['1r4hJ1h58CWwUQe3MxPuau'],6,1r4hJ1h58CWwUQe3MxPuau
All In,YoungBoy Never Broke Again,7CdoE8U5DwrwCaLoyf3ME0,0.511,0.654,-6.132999999999999,1,0.314,0.053,0.0,0.316,0.279,154.868,156662,4,9,1,2020-09-05,72,2020-09-11,106,88,5742671,1,['7wlFDEWiM5OoIAt8RSli8b'],8,7wlFDEWiM5OoIAt8RSli8b
you broke me first,Tate McRae,45bE4HXI0AwGZXfZtMp8JR,0.642,0.374,-9.386,1,0.0545,0.7859999999999999,0.0,0.0906,0.0799,124.099,169265,4,12,1,2020-09-05,95,2020-04-17,1,86,876758,1,['45dkTj5sMRSjrmBSBeiHym'],4,45dkTj5sMRSjrmBSBeiHym
Spicy (feat. Fivio Foreign & A$AP Ferg),Nas,661wc0CTq5MbppEG6zYP5n,0.7240000000000001,0.603,-6.553,1,0.406,0.0187,0.0,0.16899999999999998,0.152,180.02,166523,4,5,1,2020-09-05,68,2020-08-21,94,80,5029093,3,"['20qISvAhX20dpIbOOzGK3q', '14CHVeJGrR5xgUGQFV5BVM', '5dHt1vcEm9qb8fCyLcB3HL']",1,20qISvAhX20dpIbOOzGK3q
Laugh Now Cry Later (feat. Lil Durk),Drake,2SAqBLGA283SUiwJ3xOUVI,0.7609999999999999,0.518,-8.871,1,0.134,0.244,3.47e-05,0.107,0.522,133.976,261492,4,10,1,2020-08-29,94,2020-08-14,1136,100,52471322,2,"['3TVXtAsR1Inumwj472S9r4', '3hcs9uc56yIGFCSy9leWe7']",0,3TVXtAsR1Inumwj472S9r4
7 Summers,Morgan Wallen,0tbjiOUl4k492KPdWZS9sy,0.457,0.774,-5.2010000000000005,1,0.0336,0.428,4.29e-05,0.119,0.59,203.863,210122,4,10,1,2020-08-29,81,2020-08-14,87,84,949108,1,['4oUHIQIBe0LHzYfvXNW4QM'],0,4oUHIQIBe0LHzYfvXNW4QM
Midnight Sky,Miley Cyrus,27ycaQnQAxaPiyeg3nr2aB,0.705,0.8140000000000001,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110.0,223279,4,12,1,2020-08-29,91,2020-08-14,240,89,13053699,1,['5YGY8feqx7naU7z4HrwZM6'],4,5YGY8feqx7naU7z4HrwZM6
Kacey Talk,YoungBoy Never Broke Again,1SF8piqsZWn86DajVKih8F,0.877,0.607,-7.818,0,0.15,0.535,0.0,0.138,0.773,127.055,151248,4,8,1,2020-08-29,79,2020-09-11,105,88,5742671,1,['7wlFDEWiM5OoIAt8RSli8b'],10,7wlFDEWiM5OoIAt8RSli8b
Heather,Conan Gray,4xqrdfXkTW4T0RauPLv3WA,0.35700000000000004,0.425,-7.301,1,0.0333,0.584,0.0,0.322,0.27,102.078,198040,3,11,1,2020-08-29,93,2020-03-20,1,86,2001561,1,['4Uc8Dsxct0oMqx0P6i60ea'],5,4Uc8Dsxct0oMqx0P6i60ea
Lemonade,Internet Money,02kDW379Yfd5PzW5A6vuGt,0.799,0.66,-6.153,0,0.079,0.256,0.0,0.111,0.471,140.04,195428,4,12,1,2020-08-29,94,2020-08-14,5,93,6012004,4,"['6MPCFvOQv5cIGfw3jODMF0', '2hlmm7s2ICUX0LVIhVFlZQ', '4Gso3d4CscCijv0lmajZWs', '7rkW85dBwwrJtlHRDkJDAC']",1,6MPCFvOQv5cIGfw3jODMF0
24 (feat. Lil Baby),Money Man,7v96VvFLS0wSYT8kewNLRy,0.868,0.638,-7.746,1,0.0736,0.146,0.0565,0.0931,0.459,126.03,182857,4,5,1,2020-08-29,84,2020-08-14,1,95,5635458,2,"['3Rx4PJ7SP6unkOk5elPUK7', '5f7VJjfbwm532GiveGC0ZK']",2,3Rx4PJ7SP6unkOk5elPUK7
Caramelo,Ozuna,3gD4J3RUHy4OUuZ3qAiaiG,0.728,0.8059999999999999,-3.766,1,0.0623,0.0531,0.000301,0.153,0.698,168.084,217546,4,10,1,2020-08-29,88,2020-06-11,46,96,24999849,1,['1i8SpTcr7yvPOmcqrbnVXY'],6,1i8SpTcr7yvPOmcqrbnVXY
Lonely If You Are,Chase Rice,5TI10v8sy9VPp5YhVRVK1f,0.6809999999999999,0.726,-5.1,1,0.0453,0.162,0.0,0.119,0.8190000000000001,84.98,176728,4,6,1,2020-08-29,70,2020-01-24,54,69,833086,1,['6pBNfggcZZDCmb0p92OnGn'],7,6pBNfggcZZDCmb0p92OnGn
WAP (feat. Megan Thee Stallion),Cardi B,4Oun2ylbjFKMPTiaSbbCih,0.935,0.454,-7.508999999999999,1,0.375,0.0194,0.0,0.0824,0.35700000000000004,133.07299999999998,187541,4,10,1,2020-08-22,97,2020-08-07,188,93,15503753,2,"['4kYSro6naA4h99UJvo89HB', '181bsRPaVXVlUKXrxwZfHK']",1,4kYSro6naA4h99UJvo89HB
Smile (with The Weeknd),Juice WRLD,6wQlQrTY5mVS8EGaFZVwVF,0.6940000000000001,0.685,-6.535,0,0.133,0.224,0.0,0.124,0.306,158.83100000000005,196180,4,9,1,2020-08-22,85,2020-07-10,189,99,38779086,2,"['4MCBfE4596Uoi2O4DtmEMz', '1Xyo4u8uXC1ZmMpatF05PJ']",6,4MCBfE4596Uoi2O4DtmEMz
Letter From Houston,Rod Wave,16UIEoHFNZB9hzTvDO7m8m,0.6809999999999999,0.5720000000000001,-10.441,0,0.0708,0.131,0.0,0.181,0.758,156.066,173923,4,9,1,2020-08-22,71,2020-08-07,50,82,1313683,1,['45TgXXqMDdF8BkjA83OM7z'],11,45TgXXqMDdF8BkjA83OM7z
Kings & Queens,Ava Max,1InCpEliLCkWHOBdXW7XSx,0.637,0.69,-4.057,0,0.0405,0.007859999999999999,0.0,0.124,0.457,129.857,162398,4,6,1,2020-08-22,88,2020-09-18,36,88,2453589,1,['4npEfmQ6YuiwW1GpUmaq3F'],1,4npEfmQ6YuiwW1GpUmaq3F
Mood (feat. iann dior),24kGoldn,3tjFYV6RSFtuktYl3ZtYcq,0.7,0.722,-3.5580000000000003,0,0.0369,0.221,0.0,0.272,0.7559999999999999,90.989,140525,4,10,1,2020-08-22,100,2020-07-24,2,91,1299097,2,"['6fWVd57NKTalqvmjRd2t8Z', '6ASri4ePR7RlsvIQgWPJpS']",7,6fWVd57NKTalqvmjRd2t8Z
Freestyle,Rod Wave,0qI2Zclmx79YzOREH3UCtr,0.7440000000000001,0.648,-8.66,0,0.0623,0.0517,0.0,0.174,0.523,154.063,174768,5,8,1,2020-08-22,61,2020-07-31,50,82,1313683,1,['45TgXXqMDdF8BkjA83OM7z'],6,45TgXXqMDdF8BkjA83OM7z
Some Girls,Jameson Rodgers,54eUv9Q3D9MZuOGS5PSflp,0.431,0.831,-5.1080000000000005,1,0.0474,0.0791,0.0,0.312,0.35200000000000004,167.96,184893,4,8,1,2020-08-22,75,2018-01-19,1,65,29344,1,['5pyVHz7lcfqKoV9BflFYwN'],8,5pyVHz7lcfqKoV9BflFYwN
La Jeepeta - Remix,Nio Garcia,1mohfLaTJtB2RplHLQVM70,0.815,0.715,-4.65,0,0.207,0.3,4.83e-06,0.091,0.7859999999999999,176.007,345240,4,16,1,2020-08-22,88,2020-04-24,0,95,20189488,5,"['5hdhHgpxyniooUiQVaPxQ0', '2R21vXR83lH98kGeO99Y66', '7iK8PXO48WeuP03g8YR51W', '1GKIlPFdcewHtpDVCQ8zmJ', '3Wb38LDP3N4tkobValgE9D']",4,5hdhHgpxyniooUiQVaPxQ0
B*tch From Da Souf (Remix),Mulatto,2zUbimuKNWDMCwbqNauLWV,0.8340000000000001,0.531,-5.707999999999998,1,0.36,0.0662,0.0,0.136,0.415,150.126,224119,4,8,1,2020-08-22,68,2019-12-04,0,81,1786533,3,"['3MdXrJWsbVzdn6fe5JYkSQ', '4PrinKSrmILmo0kERG0Ogn', '6cK3NBO6uP7hh0oyuVELFl']",1,3MdXrJWsbVzdn6fe5JYkSQ
my future,Billie Eilish,2ygvZOXrIeVL4xZmAWJT2C,0.444,0.309,-10.956,1,0.062,0.795,0.132,0.35200000000000004,0.0875,104.745,208155,4,13,1,2020-08-15,85,2020-07-30,200,93,34656160,1,['6qqNVTkY8uBg9cP3Jd7DAH'],8,6qqNVTkY8uBg9cP3Jd7DAH
Move Ya Hips (feat. Nicki Minaj & MadeinTYO),A$AP Ferg,5esKpsrB3TbGHwFaAjIGMx,0.809,0.68,-4.883,1,0.222,0.0535,1.2e-06,0.11,0.0653,143.988,146009,4,8,1,2020-08-15,71,2020-07-30,30,92,22787727,3,"['5dHt1vcEm9qb8fCyLcB3HL', '0hCNtLu0JehylgoiP8L4Gh', '5SyGEPymt1G2uto47tVWvZ']",4,5dHt1vcEm9qb8fCyLcB3HL
I Should Probably Go To Bed,Dan + Shay,5ovVcYo2MvjVydFwFyaaqy,0.721,0.277,-7.127999999999999,1,0.0365,0.634,0.0,0.112,0.309,131.935,171826,4,8,1,2020-08-15,79,2020-07-31,208,81,1941556,1,['7z5WFjZAIYejWy0NI5lv4T'],1,7z5WFjZAIYejWy0NI5lv4T
NO DRIBBLE (feat. Stunna 4 Vegas),DaBaby,1gIlID64VBhXDDnzGDdn09,0.775,0.58,-6.83,1,0.439,0.0064,0.0,0.354,0.762,130.032,162680,4,9,1,2020-08-15,67,2020-08-04,146,95,5222962,2,"['4r63FhuTkUYltbVAg5TQnk', '44IvvHRk2XF243QLA2VOa8']",9,4r63FhuTkUYltbVAg5TQnk
cardigan,Taylor Swift,4R2kfaDFhslZEMJqAFNpdd,0.613,0.581,-8.588,0,0.0424,0.537,0.00034500000000000004,0.25,0.551,130.033,239560,4,12,1,2020-08-08,84,2020-07-24,954,95,33463513,1,['06HL4z0CvFAxyc27GXpf02'],0,06HL4z0CvFAxyc27GXpf02
the 1,Taylor Swift,0Jlcvv8IykzHaSmj49uNW8,0.777,0.35700000000000004,-6.942,1,0.0522,0.757,7.28e-06,0.108,0.172,139.88299999999998,210251,4,10,1,2020-08-08,81,2020-07-24,954,95,33463513,1,['06HL4z0CvFAxyc27GXpf02'],0,06HL4z0CvFAxyc27GXpf02
exile (feat. Bon Iver),Taylor Swift,4pvb0WLRcMtbPGmtejJJ6y,0.298,0.38,-8.426,1,0.0287,0.778,5.62e-05,0.11,0.152,75.602,285634,4,10,1,2020-08-08,83,2020-07-24,954,95,36251332,2,"['06HL4z0CvFAxyc27GXpf02', '4LEiUm1SRbFMgfqnQTwUbQ']",6,06HL4z0CvFAxyc27GXpf02
the last great american dynasty,Taylor Swift,2Eeur20xVqfUoM3Q7EFPFt,0.6859999999999999,0.662,-8.505,1,0.0413,0.467,0.0023,0.109,0.706,147.922,230999,4,5,1,2020-08-08,77,2020-07-24,954,95,33463513,1,['06HL4z0CvFAxyc27GXpf02'],7,06HL4z0CvFAxyc27GXpf02
my tears ricochet,Taylor Swift,1MgV7FIyNxIG7WzMRJV5HC,0.456,0.263,-10.63,1,0.0332,0.8059999999999999,0.0,0.0749,0.111,129.86,255893,4,9,1,2020-08-08,76,2020-07-24,954,95,33463513,1,['06HL4z0CvFAxyc27GXpf02'],0,06HL4z0CvFAxyc27GXpf02
august,Taylor Swift,3hUxzQpSfdDqwM3ZTFQY0K,0.532,0.623,-9.208,1,0.0331,0.5379999999999999,7.28e-05,0.0925,0.403,89.93700000000003,261922,4,12,1,2020-08-08,78,2020-07-24,954,95,33463513,1,['06HL4z0CvFAxyc27GXpf02'],5,06HL4z0CvFAxyc27GXpf02
mirrorball,Taylor Swift,0ZNU020wNYvgW84iljPkPP,0.5529999999999999,0.413,-10.037,1,0.0334,0.687,2.33e-06,0.0594,0.379,110.107,208977,4,13,1,2020-08-08,75,2020-07-24,954,95,33463513,1,['06HL4z0CvFAxyc27GXpf02'],2,06HL4z0CvFAxyc27GXpf02
seven,Taylor Swift,6KJqZcs9XDgVck7Lg9QOTC,0.596,0.488,-10.769,1,0.0274,0.9,2.7e-05,0.091,0.415,94.926,208906,4,10,1,2020-08-08,75,2020-07-24,954,95,33463513,1,['06HL4z0CvFAxyc27GXpf02'],4,06HL4z0CvFAxyc27GXpf02
invisible string,Taylor Swift,6VsvKPJ4xjVNKpI8VVZ3SV,0.653,0.452,-11.143,0,0.055,0.838,7.730000000000001e-05,0.108,0.45,83.43299999999998,252880,4,7,1,2020-08-08,76,2020-07-24,954,95,33463513,1,['06HL4z0CvFAxyc27GXpf02'],4,06HL4z0CvFAxyc27GXpf02
this is me trying,Taylor Swift,7kt9e9LFSpN1zQtYEl19o1,0.515,0.476,-9.843,1,0.0328,0.314,4.74e-05,0.171,0.412,135.886,195097,4,12,1,2020-08-08,75,2020-07-24,954,95,33463513,1,['06HL4z0CvFAxyc27GXpf02'],9,06HL4z0CvFAxyc27GXpf02
betty,Taylor Swift,5kI4eCXXzyuIUXjQra0Cxi,0.593,0.377,-8.761000000000001,1,0.0253,0.6,0.0,0.0976,0.502,95.939,294521,4,13,1,2020-08-08,77,2020-07-24,954,95,33463513,1,['06HL4z0CvFAxyc27GXpf02'],0,06HL4z0CvFAxyc27GXpf02
illicit affairs,Taylor Swift,2NmsngXHeC1GQ9wWrzhOMf,0.5589999999999999,0.31,-10.445,1,0.0338,0.8809999999999999,0.0,0.106,0.46,119.845,190898,4,12,1,2020-08-08,75,2020-07-24,954,95,33463513,1,['06HL4z0CvFAxyc27GXpf02'],10,06HL4z0CvFAxyc27GXpf02
Nobody's Love,Maroon 5,3kwgqoBqTwoAH4nT29TYrq,0.486,0.5670000000000001,-6.456,1,0.0379,0.31,0.0,0.0949,0.154,93.68,211253,4,7,1,2020-08-08,81,2020-07-24,661,90,27695813,1,['04gDigrS5kc9YWfZHwBETP'],1,04gDigrS5kc9YWfZHwBETP
mad woman,Taylor Swift,2QDyYdZyhlP2fp79KZX8Bi,0.5920000000000001,0.6990000000000001,-8.995,1,0.0471,0.655,1.6800000000000002e-05,0.114,0.506,141.916,237258,4,9,1,2020-08-08,73,2020-07-24,954,95,33463513,1,['06HL4z0CvFAxyc27GXpf02'],3,06HL4z0CvFAxyc27GXpf02
Lion King On Ice,J. Cole,1ZvBVbsaNqHEP6ymXaPGlj,0.732,0.6629999999999999,-7.616,0,0.192,0.0819,0.0,0.115,0.227,139.964,210586,4,10,1,2020-08-08,73,2020-07-22,249,89,11962936,1,['6l3HvQ5sa6mXTsMTB19rO5'],6,6l3HvQ5sa6mXTsMTB19rO5
Happy Anywhere (feat. Gwen Stefani),Blake Shelton,2DwbFtfC6sXBiVDPmju8Dd,0.5379999999999999,0.745,-5.774,1,0.0387,0.1,0.0,0.063,0.669,165.755,170173,4,10,1,2020-08-08,76,2020-07-24,539,78,9621531,2,"['1UTPBmNbXNTittyMJrNkvw', '4yiQZ8tQPux8cPriYMWUFP']",8,1UTPBmNbXNTittyMJrNkvw
epiphany,Taylor Swift,08fa9LFcFBTcilB3iq2e2A,0.354,0.267,-13.69,1,0.0281,0.731,0.000402,0.0858,0.113,94.219,289749,4,11,1,2020-08-08,72,2020-07-24,954,95,33463513,1,['06HL4z0CvFAxyc27GXpf02'],1,06HL4z0CvFAxyc27GXpf02
peace,Taylor Swift,7MbT4I8qGntX4fMdqMQgke,0.647,0.272,-12.906,1,0.0916,0.918,1.73e-05,0.0918,0.339,150.04399999999995,234000,4,9,1,2020-08-08,73,2020-07-24,954,95,33463513,1,['06HL4z0CvFAxyc27GXpf02'],5,06HL4z0CvFAxyc27GXpf02
