track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,chart_date,duration_ms,popularity,release_date,weeks,artist_popularity,artist_followers,number_of_artists,lsit_of_artists
Step Daddy,Hitman Sammy Sam,spotify:track:1TKRumlRMXv2SEKPhueya0,0.93,0.773,1,-5.98,1,0.0457,0.00609,0.000481,0.0767,0.348,118.997,230493,4,31.99187,10,1,,230493,23,2003-01-01,0,19,1845,1,['6RhzdrHfuZEMnZTNRjbTpz']
Rock and Roll Marionett,Stein Ingebrigtsen,spotify:track:1VOPQGI9tO0S1SKSoOqAiC,0.682,0.579,7,-7.924,1,0.0712,0.196,0,0.136,0.784,100.186,222589,4,43.76046,8,0,,222589,0,2005-03-10,0,31,2274,1,['13YjJIv55yFHwh7Np0uG1M']
I Miss You,Blink-182,spotify:track:1oTo3ijRbaDAtrjJrGAPSw,0.664,0.781,11,-6.547,1,0.0339,0.00103,5.33e-06,0.0867,0.593,110.0,227240,4,30.64844,10,1,,227240,70,2003-01-01,0,81,6119196,1,['6FBDaR13swtiWwGhX1WQsP']
Gråt inga tårar mer,Titanix,spotify:track:3M9rd6Ypxn783h5Y5HLNjF,0.59,0.836,7,-2.805,1,0.0385,0.00334,0,0.0358,0.939,138.84,143000,4,45.10531,6,0,,142384,26,2009-12-11,0,42,9398,1,['6qbReoCHJ3BPXU47VxeajP']
The Saints Are Coming,U2 & Green Day,spotify:track:6uQL0epVs9N9Bergafaf6x,0.315,0.81,4,-7.026,0,0.0468,0.0781,0.00321,0.152,0.118,152.116,201907,4,33.25761,11,1,,201906,39,2006-01-01,0,84,18719933,2,"['51Blml2LZPmy7TTiAg47vQ', '7oPftvlwr6VrsViSDV7fJY']"
Good Luck,Basement Jaxx,spotify:track:2bmmeB82W3J241MijDIiHk,0.577,0.936,5,-4.179,1,0.0915,0.0839,0,0.344,0.572,153.985,211547,4,25.54091,12,0,,211546,48,2005-03-21,0,60,400248,2,"['4YrKBkKSVeqDamzBPWVnSJ', '3dzTp2bkzvBxoHwRXWxoas']"
Beautiful,Christina Aguilera,spotify:track:3TCauNPqFiniaYHBvEVoHG,0.457,0.573,5,-3.866,0,0.0275,0.578,3.05e-06,0.114,0.0992,76.193,238560,4,29.82293,11,1,,238560,72,2002-07-19,0,82,5544110,1,['1l7ZsJRRS8wlW3WfJfPfNS']
The Orange Fox Waits,Robin Spielberg,spotify:track:1aTcDNvEBoqWN9FxuoBhfB,0.441,0.0712,2,-21.625,1,0.0456,0.995,0.934,0.0917,0.157,94.35,185533,4,58.47325,7,0,,185533,35,2008-05-06,0,51,11435,1,['1Eouxp32e6g0kgvuG5YNBO']
You Rock My World,Java Gospel,spotify:track:00nQhTtc8FxgmB0NWypSE0,0.662,0.854,1,-5.518,1,0.0434,0.133,0,0.333,0.915,121.961,245947,4,40.45327,11,0,,245946,1,2007-07-11,0,13,879,1,['62W2NNKgzSx7GFJDUbJD6L']
Shadow Of The Day,Linkin Park,spotify:track:0OYcEfskah1egYHjYRvbg1,0.534,0.393,11,-7.813,1,0.0292,0.00479,0.0107,0.107,0.0641,110.007,290360,4,58.45602,9,1,,290360,66,2007-05-14,0,88,17072278,1,['6XyY86QOPPrYVGvF9ch6wz']
99.9% Sure (I've Never Been Here Before),Brian McComas,spotify:track:14ymPtb1n06KzSm0J9bmMZ,0.606,0.959,7,-3.412,1,0.0522,0.0714,0,0.236,0.734,116.014,193293,4,59.85298,8,1,,193293,31,2003-01-01,0,20,1251,1,['57oPg5vpE4vyip60by74tq']
Some People Change,Montgomery Gentry,spotify:track:7cmZDjXMF1A0dGV726pMYs,0.55,0.61,2,-6.358,1,0.0388,0.0456,0,0.11,0.357,168.186,201867,4,24.3249,11,1,,201866,39,2006-10-24,0,63,976170,1,['3bGXaFVQLASmDMdjjeJr8a']
Right Where You Want Me,Jesse McCartney,spotify:track:58ZvuqZgeuZMCbpCsH9E76,0.72,0.548,4,-4.805,0,0.0291,0.00269,0.000118,0.0511,0.709,99.004,211693,4,28.30516,8,1,,211693,48,2006-01-01,0,68,729373,1,['2Hjj68yyUPiC0HKEOigcEp']
Baby It's You,JoJo Featuring Bow Wow,spotify:track:5TV96lkS2NF6kzILjORzLs,0.858,0.607,1,-4.199,1,0.118,0.0169,3.97e-05,0.0777,0.821,119.986,188293,3,66.31259,9,1,,188293,54,2018-12-21,0,69,1689031,1,['5xuNBZoM7z1Vv8IQ6uM0p6']
Help Pour Out The Rain (Lacey's Song),Buddy Jewell,spotify:track:4xWIqUIlfrusaaygS9RQsR,0.565,0.562,0,-7.43,1,0.0339,0.263,0,0.0994,0.652,75.035,229093,4,25.98469,9,1,,229093,39,2003-07-01,0,40,39506,1,['43c94u7flZbHSdDaUuohqS']
Ever The Same,Rob Thomas,spotify:track:02acUMylPHMjJ9miDc9b38,0.435,0.729,1,-4.818,0,0.0307,0.0152,2.63e-05,0.11,0.524,188.017,256600,4,41.42314,10,1,,256600,61,2005-04-05,0,67,598657,1,['3aBkeBhwadnWMWoVJ2CxJC']
Bombay Jazz,Carlo Fashion,spotify:track:470NlXJBatHwrcnfGFJylg,0.65,0.72,11,-8.803,1,0.161,0.0238,0.14,0.367,0.738,154.664,170213,4,59.91442,4,0,,170213,0,2001-03-25,0,0,21,1,['5tkezjdLdCuN7fAeRjMOlN']
Punk Fact Or Faction,Extreme Noise Terror,spotify:track:0dRyY3VAXutGwDyK1cB4ZL,0.173,0.997,4,-3.692,1,0.195,1.03e-05,0.631,0.324,0.0329,121.013,96013,4,28.09894,6,0,,96013,0,2009-03-25,0,30,24222,1,['43OKr8veKrM8ptgj3LcpOg']
Fun in America,Jayne County,spotify:track:0pDrgytQok3cwE3RFFuCSW,0.359,0.979,2,-6.998,1,0.196,0.0105,0,0.0763,0.256,172.611,187907,4,20.91098,10,0,,187906,1,2002-01-01,0,21,1899,1,['14lR0MxZQqgAf7Zam2pwiI']
Sinking,Incendiary,spotify:track:691zGt8f43n3D2X068fHaa,0.209,0.923,7,-3.286,1,0.0598,5.66e-05,0.0505,0.326,0.42,93.347,170813,4,105.99946,5,0,,170813,7,2009-07-21,0,45,42942,1,['3nS4tSuT4VwGiZH6BtlJfC']
Suffocate,J. Holiday,spotify:track:3nJjIYchBNkYm7B8XfJf5N,0.458,0.445,9,-8.391,0,0.361,0.64,0,0.118,0.447,82.82,220053,5,33.16176,7,1,,220053,57,2007-01-01,0,58,1060539,1,['7G6hXrjGpi6I7waNl4wxAk']
Echoes of Fashion,Djako,spotify:track:2kEP1TKpYEiWS1mVLaP47f,0.71,0.787,7,-7.962,0,0.0365,0.00649,0.815,0.0609,0.422,128.05,288750,4,31.40298,11,0,,288750,14,2008-11-10,0,23,693,1,['6zdxsAuZIwFtiuLAymNRGs']
I Touch Myself,Jan Wayne,spotify:track:5GrqtGJhoa6EqvCUs5fVYf,0.636,0.993,5,-5.203,0,0.0508,0.00878,0.268,0.26,0.478,141.97,223947,4,56.28675,11,0,,223946,0,2007-12-04,0,50,20698,2,"['57QfQOhi7oyPiscoWfUSeC', '7evwM9WHgcsIRcLndBix7O']"
Baby Please,Allison,spotify:track:2JMLgdz2Y5CnNPE70A1OYK,0.628,0.541,1,-5.568,1,0.0246,0.292,0,0.0933,0.443,102.513,157960,4,49.69981,7,0,,157960,55,2008-04-24,0,58,357046,1,['4AP5EFbVVcBv8cfyqO0oqr']
If Nobody Believed In You,Joe Nichols,spotify:track:28NvPQZ8XVVlV2eGmUw2Za,0.679,0.316,6,-11.327,1,0.031,0.625,4.85e-05,0.109,0.273,127.968,235067,4,42.55397,9,1,,235066,32,2004-01-01,0,62,539634,1,['4aJTB79uwT4sP0Nb8QGWHc']
Are You Gonna Be My Girl,Jet,spotify:track:305WCRhhS10XUcH6AEwZk6,0.613,0.953,2,-3.435,1,0.0855,0.00148,0.000582,0.152,0.537,105.046,213800,4,20.87996,7,1,,213800,75,2003-09-15,0,67,431302,1,['5ypxebeHEIXjMtJb17uJlI']
The Worms Will Get In,Jazkamer,spotify:track:5HwXiRSQIJfDDzZatkpMMY,0.0775,0.00796,1,-10.458,1,0.0413,0.841,0.923,0.102,0.029,72.592,1011760,4,12.57441,57,0,,1011760,0,2006-03-14,0,0,234,1,['3pP1zSGj5gxdxWH30umnsv']
Prelude and Fugue in c-minor op. 37: Fugue,Felix Mendelssohn,spotify:track:6DwnOj01tAOlzZgtNy2zxN,0.106,0.0424,0,-19.749,0,0.0365,0.887,0.899,0.134,0.0377,63.533,256240,4,23.27108,12,0,,256240,0,2007-04-17,0,64,379780,2,"['6MF58APd3YV72Ln2eVg710', '1raIk51jppdWXVPEJiCo9j']"
One Thing,Finger Eleven,spotify:track:2BepFzUWfczDk68DXj10w3,0.588,0.555,1,-9.401,1,0.0334,0.447,0,0.0806,0.445,151.991,279573,4,25.8805,13,1,,279573,57,2003-01-01,0,61,465980,1,['0niJkG4tKkne3zwr7I8n9n']
คนไร้ค่า,Stone Metal Fire,spotify:track:0K1U7QPsuA6tU0gJTvHZpC,0.473,0.464,10,-8.112,0,0.0287,0.00267,0.000663,0.107,0.25,128.955,272400,3,47.53233,12,0,,272400,6,2005-05-19,0,37,50545,1,['0cUjmO89DRPy2foNofDFVC']
You Know What It Is,T.I. Featuring Wyclef Jean,spotify:track:5Tc1KlDWyRnLLXL1y6ufsM,0.657,0.853,1,-4.757,0,0.252,0.17,0,0.0956,0.746,173.066,287133,4,24.82765,14,1,,287133,45,2007-06-11,0,81,3714706,2,"['4OBJLual30L7gRl5UkeRcT', '7aBzpmFXB4WWpPl2F7RjBe']"
AM To PM,Christina Milian,spotify:track:4e4dNzVG8DBQqbhX57Wxe8,0.872,0.86,0,-3.488,0,0.131,0.158,1.41e-05,0.833,0.855,104.956,233587,4,54.45268,9,1,,233586,30,2019-12-27,0,57,875727,1,['4eAOcbAXIF4BmbN6E1QIlw']
The Fear,Lily Allen,spotify:track:7bW6MqAdTclmHVHAOkIyPS,0.661,0.847,10,-6.948,1,0.0404,0.419,8.82e-05,0.107,0.522,134.002,207120,4,22.45476,8,1,,207120,44,2009-01-26,0,74,1600837,1,['13saZpZnCDWOI9D4IJhp1f']
Fallout (Of Our Being),Nausea,spotify:track:6SO0RfXtb6kgYO17lNwKn8,0.308,0.935,2,-7.309,0,0.124,0.00254,0.203,0.303,0.171,89.547,115853,4,71.55419,4,0,,115853,5,2005,0,28,497,1,['2ppBcpxOqehpLJuJQIRnKM']
Come A Little Closer,Dierks Bentley,spotify:track:4HE1X1MtjHCjxicUHYQmyW,0.585,0.577,5,-5.752,1,0.0228,0.0587,0.00369,0.102,0.335,80.02,282720,4,22.54452,11,1,,282720,47,2008-01-01,0,72,2339872,1,['7x8nK0m0cP2ksQf0mjWdPS']
Encarnar no Seu Corpo,Sarcasmo,spotify:track:2KS0Ce6rbK7nsV67Lj85uQ,0.191,0.996,2,-4.596,1,0.159,5.12e-05,0.132,0.315,0.0752,110.512,318360,4,29.58095,12,0,,318360,0,2008,0,0,112,1,['0lprOGtOYx5ywOuSTk3nkZ']
Soul Sista,Bilal,spotify:track:54SqlaPV5mzRTBBWdnE1OO,0.598,0.412,11,-9.838,1,0.14,0.815,0.000352,0.114,0.431,146.039,339847,4,28.83319,18,1,,339846,56,2019-11-15,0,61,593513,2,"['4jCbgl5Dmt3uOh8WRQfpPs', '6g0Wah2YFtb1rFgKhUktlo']"
Blue Aphrodite,Jens Buchert,spotify:track:5ovM96XM7jgTMTLh5Cixel,0.569,0.463,1,-12.441,1,0.0284,0.237,0.733,0.148,0.218,109.039,190000,4,23.13921,13,0,,190000,0,2003-01-01,0,40,8351,1,['6alaxwLNRgI8B82ki2nLMj']
Il trattamento,Cor Veleno,spotify:track:5qUWO7mmcF83PMftjF3P09,0.803,0.821,1,-4.342,0,0.252,0.0449,0,0.115,0.763,100.031,229973,4,49.96968,7,0,,229973,9,2004,0,42,61333,1,['2OFhu1uXhK8gutkt7QcF2R']
With Me - Massive Power Mix,Crush 40,spotify:track:2IqacX5Aw5vEMbrL1j5UI4,0.447,0.874,8,-5.82,1,0.0457,6.52e-05,0.00078,0.0573,0.64,87.474,235000,4,33.77383,11,0,,235000,32,2009-11-18,0,52,54370,1,['4gNEgDZhEu6ldAI2wWdZsL']
I Wanna Be With You,Mandy Moore,spotify:track:4du0TY3NTgvQGlelrBHfDL,0.515,0.908,8,-4.632,1,0.0368,0.0158,1.88e-05,0.412,0.637,150.031,252600,4,36.74395,13,1,,252600,57,2000-05-08,0,69,502995,1,['2LJxr7Pt3JnP60eLxwbDOu']
Sunday School,Pretty Lights,spotify:track:0eU8KglPlVxVMZVDNGi7GU,0.729,0.746,9,-4.84,0,0.0599,0.0464,0.114,0.105,0.562,94.977,391361,4,34.23814,16,0,,391360,32,2009-10-06,0,60,512153,1,['4iVhFmG8YCCEHANGeUUS9q']
One More Time,Daft Punk,spotify:track:0DiWol3AO6WpXZgp0goxAV,0.611,0.697,2,-8.618,1,0.133,0.0193,0,0.332,0.476,122.752,320357,4,58.19603,14,1,,320357,75,2001-03-07,0,83,6817544,1,['4tZwfgrHOc3mvqYlEYSvVi']
Substream,Kyoto Jazz Massive,spotify:track:19EPTHJf2GpZaKWq2CW019,0.771,0.903,0,-5.688,1,0.0551,0.00438,0.481,0.333,0.879,123.014,394880,4,32.53368,12,0,,394880,28,2001-09-10,0,25,18489,1,['10Mz09DRdfsBvUVTUWiqIv']
I'm Like A Bird,Nelly Furtado,spotify:track:2tP7ZekzXfduShx8C6cbll,0.622,0.608,10,-5.085,1,0.036,0.138,5.38e-06,0.273,0.607,89.661,243160,4,44.45434,8,1,,243160,68,2000,0,77,2210256,1,['2jw70GZXlAI8QzWeY2bgRc']
Girls Lie Too,Terri Clark,spotify:track:2Vn8Ea6fGOM3dsGYVcJ62G,0.499,0.883,4,-4.742,1,0.0451,0.0689,0,0.163,0.533,138.801,214200,4,77.12452,5,1,,214200,40,2004-01-01,0,48,335582,1,['0HLOP0AdsaWe5Pt5TNueGC']
Charity,Synapscape,spotify:track:3q7I36leqmQqjs4xAhXrO4,0.645,0.984,0,-5.013,1,0.315,0.017,0.946,0.34,0.0466,132.894,249013,4,16.59496,11,0,,249013,0,2001-06-07,0,12,2033,1,['2nRBvPfp31TNHx6Q5PkRaQ']
Om Namo Narayana Karna Ranjani K.Chappu Ambujam Krishna,Sudha Ragunathan,spotify:track:4N5jef6tQn5wg8pjxQ2BBd,0.522,0.328,1,-13.715,1,0.0394,0.944,0.0885,0.106,0.727,155.673,382200,5,166.1522,9,0,,382200,0,2006-09-28,0,43,33723,1,['1wnVXMMfv0OElONAKrIS1r']
Airport Sadness - 2008 Remaster,Brad Mehldau,spotify:track:0vqknpE0wpLA17uYiv4kUv,0.444,0.0162,5,-27.773,1,0.0452,0.993,0.922,0.0873,0.079,100.364,284213,4,29.45978,15,0,,284213,4,2008-02-26,0,58,139414,1,['2vI9KFm0fwSfPrpEgOeIbq']
Notorious Thugs,Scary Kids Scaring Kids,spotify:track:6BjA89sjpmQyvcWBQSZQGY,0.664,0.761,4,-5.809,0,0.07,0.015,0,0.618,0.345,129.939,443080,4,24.17369,19,0,,443080,27,2008-04-08,0,47,134369,1,['3cdos5vq3wSUR8mEvMiqq9']
Runaway,NB Ridaz Featuring Angelina,spotify:track:49hhlarIcc7kZe459BrXQ8,0.718,0.671,11,-7.517,0,0.113,0.377,0,0.114,0.552,170.012,240133,4,38.89064,13,1,,240133,46,2002,0,55,185460,1,['2KNDYRKdCzuKzCCUyjAcF4']
Mouth Of Ghosts,The Dillinger Escape Plan,spotify:track:0Le202Yj1zphNm3QyfN1sB,0.279,0.901,1,-7.052,1,0.0557,0.000529,0.118,0.37,0.268,119.95,409827,4,47.32667,13,0,,409826,39,2007-11-13,0,50,180257,1,['7IGcjaMGAtsvKBLQX26W4i']
Closet Punk,D.R.I.,spotify:track:00cAz18F7uLKFwls8OrhNo,0.455,0.988,3,-3.075,0,0.122,0.0128,0.983,0.359,0.484,98.85,31560,4,9.53802,3,0,,31560,11,2007-01-09,0,45,132840,1,['6eKzDvHhJgMtcaOrvEXCTv']
The Sniper At The Gates Of Heaven,The Black Angels,spotify:track:3tX4hDnn0n6B066kOFmziQ,0.311,0.709,4,-7.235,1,0.0331,0.000104,0.215,0.156,0.343,108.284,256627,4,29.34654,12,0,,256626,36,2006,0,52,189898,1,['0VNWuGf8SMVU2AerpdhMbP']
Rock de la Carcel,Enrique Guzman,spotify:track:7LUtYl1Q0l6ImNwcBZJHyO,0.592,0.418,2,-10.741,1,0.0585,0.679,0.00246,0.16,0.643,90.732,139627,4,30.69739,8,0,,139626,29,2009-10-02,0,58,294457,1,['4FeDV8T2wgjzYKBamSp7MG']
Full Metal Swimsuit,Agoraphobic Nosebleed,spotify:track:4ESpRPaf5sBc4rEPCkKtba,0.298,0.943,10,-4.019,0,0.18,8.53e-05,0.00382,0.52,0.199,102.7,34560,4,0.0,2,0,,34560,3,2005-08-02,0,32,28217,1,['5DVkkJqypmjmRLJL9UurmI']
"Tricky, Tricky",Lou Bega,spotify:track:4INRUdIART6zmdeLquiu5g,0.858,0.947,0,-3.557,1,0.235,0.125,0,0.0367,0.967,151.037,203133,4,21.8709,8,1,,203133,32,1999-07-19,0,64,72599,1,['46lnlnlU0dXTDpoAUmH6Qx']
Hall of the Mountain King,Apocalyptica,spotify:track:6U6ShLCW3mGVgkGARKNLhL,0.233,0.609,7,-5.852,1,0.0438,0.000849,0.826,0.0874,0.28,96.808,209347,4,29.07217,11,0,,209346,34,2000,0,63,697064,1,['4Lm0pUvmisUHMdoky5ch2I']
If - Original Mix,Phaeleh,spotify:track:2ltpigohYJYHBQgy34u2LF,0.712,0.496,10,-13.591,0,0.0602,0.0338,0.801,0.108,0.15,137.002,312000,4,28.90139,10,0,,312000,18,2009-10-12,0,51,81605,1,['5NkUpXWkeXspvu7iQQOHhP']
The Sprig of Thyme: No. 1. The bold grenadier,John Rutter,spotify:track:0qrluoRkYlnM7R46lJs6Gr,0.19,0.0237,5,-29.269,0,0.0397,0.991,0.0387,0.104,0.14,103.604,182400,3,20.01717,10,0,,182400,15,2005-11-01,0,55,44550,6,"['0qlhpgr87PEG89Jd5iRpxe', '0daVGEYMVnQZ3NZIpIuFWn', '7MyCqbtFwhBL9yUzB0fTlV', '0xgJOglxGiAIiwR8OllT9R', '5jIRsTESmwPsc5WWhIKTA0', '4JKHXlntTvmZnLxjbeRcPL']"
Number One,R. Kelly Featuring Keri Hilson,spotify:track:5nB5bek72WORC5jegCIPNk,0.65,0.813,0,-4.673,1,0.112,0.228,0,0.18,0.576,136.796,260867,4,48.46709,10,1,,260866,40,2009-11-27,0,72,3496062,2,"['2mxe0TnaNL039ysAj51xPQ', '63wjoROpeh5f11Qm93UiJ1']"
Wednesday Night Prayer Meeting - Alternative Take,Charles Mingus,spotify:track:42IqaW4VDhFomQMojirykk,0.377,0.453,5,-14.669,0,0.0636,0.459,0.00268,0.0921,0.607,126.93,341333,3,35.14482,15,0,,341333,1,2007-10-30,0,55,320673,1,['1W8TbFzNS15VwsempfY12H']
Not Nineteen Forever,Courteeners,spotify:track:1bSkRvS1uWHI1QL0aJbvyC,0.402,0.92,2,-2.944,1,0.0408,0.000174,0,0.0807,0.297,139.793,243973,4,150.0781,6,0,,243973,43,2008-01-01,0,62,249458,1,['1NfJU4hy56Z4UM4iyIa1B2']
Taxidermist,False Prophets,spotify:track:5TmLCuGKfXZVahBnTs2Bws,0.137,0.853,11,-8.79,0,0.0972,0.000129,0.00229,0.0473,0.252,187.209,274493,4,106.25521,8,0,,274493,0,2002,0,14,780,1,['0bRtmhyD72jIEZYFJWECCM']
Get No Better,Cassidy Featuring Mashonda,spotify:track:30KGtFjHhlT3JMX5s4IklU,0.717,0.597,2,-7.83,1,0.189,0.292,0,0.128,0.566,95.018,234853,4,30.24518,12,1,,234853,47,2004-03-15,0,52,385418,2,"['3WilJWdCNLSU7fpYjiKb7v', '5SyhqYagv3kA1s7xbI8QGi']"
In A Red Dress And Alone,Evans Blue,spotify:track:4Mt82f1x76cieBiHaCLQxi,0.347,0.882,0,-4.444,1,0.0799,0.000163,0.142,0.296,0.455,178.321,189533,4,25.29914,8,0,,189533,30,2007-01-01,0,54,199052,1,['6pDRa5fS3myWSP0fpIUcNl']
Message Horn's Enchanting Echo,Daemonia Nymphe,spotify:track:32MUHfMmhX9qNmNw1MawUb,0.252,0.111,0,-15.312,0,0.0368,0.981,0.516,0.116,0.23,95.929,137520,4,57.71955,7,0,,137520,12,2002-01-01,0,40,22417,1,['6C27P7GFMsRv9rvnVTXwR9']
No More Drama,Mary J. Blige,spotify:track:7GCE5mQQsyqswYbEkCieK5,0.623,0.828,6,-6.265,0,0.212,0.509,7.77e-06,0.0946,0.592,97.926,248320,4,40.53372,8,1,,248320,4,2019-12-27,0,75,2449925,1,['1XkoF8ryArs86LZvFOkbyr']
Peligroso Pop,Plastilina Mosh,spotify:track:5lwPvoxq9H3eAawY4236zP,0.713,0.907,6,-4.132,0,0.0336,0.000468,0.00524,0.0846,0.739,135.055,216600,4,28.53523,9,0,,216600,56,2003-01-01,0,58,458400,1,['4PtVXWSOmF4Tox1jj6ctSq']
Broken,Lifehouse,spotify:track:5f6cTFoUenDiCJDGecYiuB,0.534,0.708,11,-5.732,1,0.0402,0.089,0,0.192,0.488,130.639,286480,4,45.46272,12,1,,286480,58,2007,0,70,1516006,1,['5PokPZn11xzZXyXSfnvIM3']
Boy From School,Hot Chip,spotify:track:1L8H6AuK4TaMmolSL0N0mR,0.631,0.863,8,-3.963,0,0.0297,0.161,5.85e-05,0.0846,0.497,125.994,319653,4,77.17961,13,0,,319653,57,2006-05-22,0,65,559398,1,['37uLId6Z5ZXCx19vuruvv5']
All Hail Shadow,Crush 40,spotify:track:0O2TR0dmwnPejopBpMpv9e,0.308,0.934,7,-6.939,1,0.0824,2.35e-06,3.69e-06,0.0896,0.419,170.009,241693,4,21.19217,9,0,,241693,36,2009-11-18,0,52,54370,1,['4gNEgDZhEu6ldAI2wWdZsL']
I Get Money,50 Cent,spotify:track:1FKFCvi0i46qEJLZSEBH8p,0.525,0.933,9,-4.673,1,0.356,0.159,0.000241,0.311,0.457,122.631,223720,5,25.31908,9,1,,223720,52,2007-01-01,0,87,6431429,1,['3q7HBObVc0L8jNeTe5Gofh']
Mr. Carter,Lil Wayne Featuring Jay-Z,spotify:track:2tQM1BUrXp2kqOM6mN11TC,0.486,0.71,7,-6.287,1,0.363,0.0445,0,0.35,0.472,170.86,316267,4,20.01532,15,1,,316266,60,2008-06-10,0,92,15391015,2,"['55Aa2cqylxrFIXC767Z865', '3nFkdlSjzX9mRTtwJOzDYB']"
What Kinda Gone,Chris Cagle,spotify:track:7uPReljrrTaqzDCcx4JHmi,0.494,0.861,5,-5.236,1,0.0365,0.257,0,0.103,0.668,172.052,181613,4,56.41995,7,1,,181613,59,2008-01-01,0,57,634770,1,['1zhIzONVRlTfD1VQRauHMl']
La valse d'Amélie - Version piano,Yann Tiersen,spotify:track:78IQDW7yyMzJavHiWqfBWR,0.194,0.179,9,-16.836,0,0.0413,0.988,0.86,0.0819,0.179,177.667,158667,3,30.35531,7,0,,158666,45,2001-04-23,0,70,813826,1,['00sazWvoTLOqg5MFwC68Um']
Tattoos Fade,World / Inferno Friendship Society,spotify:track:6ODgAJmmQAiESP03dOa8gQ,0.293,0.877,9,-6.469,1,0.0707,0.0813,0.0437,0.0917,0.584,69.219,312893,4,57.28589,14,0,,312893,12,2000,0,33,9569,1,['72q9Jnu1lVJr0CgoKbICGs']
Why I Love You,B2K,spotify:track:0fPBKo78nKsbIla2ExeefC,0.698,0.618,0,-5.83,1,0.0282,0.0482,0,0.116,0.37,89.981,240640,4,26.48417,9,1,,240640,39,2002,0,58,499767,1,['51d3rUlLuMh7EW09aMe7yj']
Kingdom Business,Canton Jones,spotify:track:5XFzsWkAeiWVasprx2CBOE,0.648,0.776,11,-5.698,0,0.252,0.00362,0,0.179,0.446,91.218,246960,4,35.9768,12,0,,246960,1,2009-06-09,0,46,64120,1,['3nzEXHMRFWTw4zt3pVRv6V']
I Look To You,Whitney Houston,spotify:track:1rAESNsSXvXpJh9hCjgHVX,0.55,0.373,4,-6.31,1,0.0286,0.717,0,0.096,0.101,101.84,265613,4,73.7704,11,1,,265613,59,2009-08-28,0,82,5948209,1,['6XpaIBNiVzIetEPCWDvAFP']
Never Scared,Bone Crusher Featuring Killer Mike & T.I.,spotify:track:4kmIO0yPq92dXtKCL28RfC,0.586,0.927,11,-4.077,0,0.194,0.00924,1.85e-06,0.344,0.528,73.023,316133,4,27.20698,16,1,,316133,55,2003-04-29,0,81,3852072,3,"['6cwlhbT6PnscdmUYCLUJsa', '2N4EYkIlG1kv25g6Wv8LGI', '4OBJLual30L7gRl5UkeRcT']"
My Band,D12,spotify:track:4XHQyvbrBsQaaBUW1VvmsL,0.848,0.854,6,-3.305,0,0.0845,0.47,2.29e-06,0.106,0.876,120.024,298773,4,33.02932,15,1,,298773,69,2004-01-01,0,68,1584419,1,['5Qi4Bb7a8C0a00NZcA77L0']
Aaj Mausam Bada Be-Iman Hai,Mohammed Rafi,spotify:track:3ptSDu7LuyCGaXaD38MEfP,0.336,0.449,0,-13.267,1,0.0367,0.9,7e-05,0.109,0.547,139.13,379867,4,46.31308,16,0,,379866,26,2004-03-16,0,64,1677685,1,['0gXDpqwYNDODn7fB0RDN8J']
And Here We Test Our Powers Of Observation,The Bad Plus,spotify:track:2fNCSdonK3E2ODMvAUx92e,0.367,0.833,8,-8.8,1,0.0322,0.197,0.803,0.136,0.491,93.08,261400,4,16.78397,15,0,,261399,35,2004-02-24,0,45,71337,1,['5qOfTfMzTj2dvvpWKzIFk6']
All The Right Moves,OneRepublic,spotify:track:5XRHGXut00SrJUFmcn2lQF,0.529,0.948,0,-3.527,1,0.0474,0.258,9.35e-06,0.283,0.65,146.024,238000,4,25.16272,11,1,,238000,64,2009-01-01,0,86,10865843,1,['5Pwc4xIPtQLFEnJriah9YJ']
Girls Around The World,Lloyd Featuring Lil Wayne,spotify:track:6fju5NbZznZRZDfP7mpZ56,0.727,0.83,7,-8.699,1,0.125,0.0286,0.000368,0.145,0.59,97.602,229800,4,47.60881,8,1,,229800,42,2008-01-01,0,92,11184440,2,"['1Xfmvd48oOhEWkscWyEbh9', '55Aa2cqylxrFIXC767Z865']"
Jazz,Pretty Balanced,spotify:track:5DynuE4Qw0OPVifgP0BPWK,0.374,0.344,6,-9.012,0,0.0341,0.459,0.397,0.0915,0.0386,152.11,318880,4,26.48821,15,0,,318880,7,2008-03-03,0,30,7137,1,['2gLKxTZLPJlTAoPTi6dwoJ']
Hush Hush,The Pussycat Dolls Featuring Nicole Scherzinger,spotify:track:2H9CKpZiLDF223BbwehpDF,0.613,0.778,10,-3.933,0,0.0689,0.0985,0,0.356,0.626,129.483,252093,4,91.30839,8,1,,252093,60,2009-01-01,0,75,3852544,1,['6wPhSqRtPu1UhRCDX5yaDJ']
Walking with a Ghost,Tegan and Sara,spotify:track:7ImkjvM1OKWhJ5HIPOHcHE,0.788,0.541,6,-5.987,0,0.0387,0.125,0.000231,0.0679,0.928,118.058,150293,4,29.23319,6,0,,150293,61,2004-09-14,0,64,520085,1,['5e1BZulIiYWPRm8yogwUYH']
G'd Up,Snoop Dogg Presents Tha Eastsidaz,spotify:track:1zIXpzuCC7FM4kECt2eEzu,0.908,0.763,1,-5.739,1,0.28,0.0395,0,0.0646,0.593,97.106,273467,4,23.51463,11,1,,273466,48,2001,0,52,298559,2,"['51FyBBOW464toW099BsW8z', '3uISNNuONokIh21KiNharS']"
